DateTime,T,P,U,Ff,Td,Demand/Usage
2017-06-02 14:00:00,27.0,763.5,25.0,4.0,5.5,641.52
2017-06-02 15:00:00,27.0,763.5,27.0,4.0,6.5,615.6
2017-06-02 16:00:00,26.5,763.5,30.0,4.0,7.5,570.24
2017-06-02 17:00:00,26.0,763.5,34.5,3.5,9.0,537.84
2017-06-02 18:00:00,25.5,762.8,38.0,3.0,10.0,576.72
2017-06-02 19:00:00,25.0,762.8,37.5,2.0,9.5,544.32
2017-06-02 20:00:00,23.0,763.5,54.0,2.0,13.0,570.24
2017-06-02 21:00:00,20.5,763.5,71.0,2.0,15.0,537.84
2017-06-02 22:00:00,20.0,763.5,73.0,1.0,15.0,563.76
2017-06-02 23:00:00,18.5,762.8,78.0,2.0,14.5,524.88
2017-06-03 00:00:00,17.5,762.8,75.0,2.0,13.0,544.32
2017-06-03 01:00:00,17.0,762.8,75.0,3.0,12.5,524.88
2017-06-03 02:00:00,17.0,762.8,75.0,2.5,12.5,492.48
2017-06-03 03:00:00,17.0,762.4,70.5,2.5,11.5,291.6
2017-06-03 04:00:00,16.0,762.0,63.0,1.0,9.0,142.56
2017-06-03 05:00:00,15.5,762.8,72.0,2.0,10.5,142.56
2017-06-03 06:00:00,16.0,762.4,77.0,2.0,12.0,142.56
2017-06-03 07:00:00,18.0,762.8,73.0,2.5,13.0,168.48
2017-06-03 08:00:00,20.5,762.8,60.0,3.0,12.5,149.04
2017-06-03 09:00:00,22.5,762.8,47.0,3.0,10.5,142.56
2017-06-03 10:00:00,24.5,762.8,35.0,1.5,8.0,136.08
2017-06-03 11:00:00,26.0,762.0,31.0,2.0,7.5,142.56
2017-06-03 12:00:00,27.5,762.0,25.5,2.5,6.0,142.56
2017-06-03 13:00:00,28.0,762.0,30.0,4.0,8.5,142.56
2017-06-03 14:00:00,28.0,761.6,33.5,4.0,10.5,103.68
2017-06-03 15:00:00,28.0,761.2,30.0,3.5,9.0,97.2
2017-06-03 16:00:00,28.0,761.2,33.5,3.5,10.5,97.2
2017-06-03 17:00:00,26.5,761.2,43.5,4.0,13.0,103.68
2017-06-03 18:00:00,26.0,760.5,48.0,4.0,14.0,97.2
2017-06-03 19:00:00,24.5,761.2,54.0,3.0,14.5,97.2
2017-06-03 20:00:00,22.5,761.2,63.0,2.5,15.0,97.2
2017-06-03 21:00:00,20.5,761.6,78.0,2.0,16.5,103.68
2017-06-03 22:00:00,20.0,762.0,78.0,2.0,16.0,110.16
2017-06-03 23:00:00,18.5,762.0,73.0,2.0,13.5,103.68
2017-06-04 00:00:00,18.0,761.2,52.0,1.0,8.0,110.16
2017-06-04 01:00:00,16.5,761.6,59.5,2.0,8.5,110.16
2017-06-04 02:00:00,16.5,761.2,74.5,2.0,12.0,103.68
2017-06-04 03:00:00,16.5,761.2,78.0,2.5,12.5,110.16
2017-06-04 04:00:00,18.5,761.6,85.5,1.5,16.0,103.68
2017-06-04 05:00:00,18.0,761.2,83.0,2.0,15.0,110.16
2017-06-04 06:00:00,17.5,761.2,70.5,2.0,12.0,110.16
2017-06-04 07:00:00,20.0,761.2,78.0,1.0,16.0,103.68
2017-06-04 08:00:00,21.5,761.2,75.5,1.0,17.0,103.68
2017-06-04 09:00:00,23.0,761.2,63.0,1.5,15.5,97.2
2017-06-04 10:00:00,25.0,761.2,54.0,2.0,15.0,103.68
2017-06-04 11:00:00,25.5,761.2,49.0,3.0,14.0,103.68
2017-06-04 12:00:00,27.0,761.2,48.0,2.5,15.0,103.68
2017-06-04 13:00:00,28.0,760.5,41.0,3.0,13.5,97.2
2017-06-04 14:00:00,28.0,760.5,38.5,4.0,12.5,103.68
2017-06-04 15:00:00,27.0,760.5,40.5,3.0,12.5,103.68
2017-06-04 16:00:00,27.5,759.7,33.0,3.5,10.0,103.68
2017-06-04 17:00:00,27.0,759.7,39.5,3.5,12.0,103.68
2017-06-04 18:00:00,26.0,759.7,42.0,3.5,12.0,103.68
2017-06-04 19:00:00,25.0,759.7,44.5,3.5,12.0,149.04
2017-06-04 20:00:00,22.5,760.5,61.0,2.5,14.5,194.4
2017-06-04 21:00:00,21.5,760.5,71.0,1.0,16.0,213.84
2017-06-04 22:00:00,21.0,760.5,73.0,1.0,16.0,887.76
2017-06-04 23:00:00,20.0,760.5,73.0,1.5,15.0,1302.48
2017-06-05 00:00:00,19.5,760.5,73.5,2.0,14.5,557.28
2017-06-05 01:00:00,19.0,760.1,73.0,2.0,14.0,589.68
2017-06-05 02:00:00,19.0,759.7,73.0,2.5,14.0,544.32
2017-06-05 03:00:00,19.0,759.7,73.0,2.5,14.0,972.0
2017-06-05 04:00:00,18.5,759.7,73.0,1.5,13.5,2391.12
2017-06-05 05:00:00,18.0,759.7,73.0,2.5,13.0,1607.04
2017-06-05 06:00:00,18.5,759.7,70.5,2.0,13.0,1561.68
2017-06-05 07:00:00,21.5,759.7,58.5,2.0,13.0,1127.52
2017-06-05 08:00:00,23.5,759.7,55.5,2.0,14.0,2773.44
2017-06-05 09:00:00,25.5,759.7,47.5,2.5,13.5,3136.32
2017-06-05 10:00:00,26.0,759.7,51.0,4.0,15.0,2442.96
2017-06-05 11:00:00,27.0,759.0,48.0,4.0,15.0,2106.0
2017-06-05 12:00:00,26.5,759.0,51.0,4.0,15.5,2242.08
2017-06-05 13:00:00,26.0,759.0,54.0,4.0,16.0,2870.64
2017-06-05 14:00:00,27.0,759.0,49.5,4.5,15.5,2507.76
2017-06-05 15:00:00,27.0,759.0,45.0,4.0,14.0,3220.56
2017-06-05 16:00:00,27.0,758.2,39.0,4.0,12.0,2436.48
2017-06-05 17:00:00,27.0,758.2,42.0,4.0,13.0,725.76
2017-06-05 18:00:00,25.0,758.2,53.5,2.5,14.5,1276.56
2017-06-05 19:00:00,23.0,758.2,65.0,1.0,16.0,2384.64
2017-06-05 20:00:00,23.0,758.2,65.0,2.0,16.0,3090.96
2017-06-05 21:00:00,23.0,758.2,61.0,2.0,15.0,2728.08
2017-06-05 22:00:00,23.0,758.2,61.0,2.0,15.0,2332.8
2017-06-05 23:00:00,23.0,758.2,61.0,1.5,15.0,3071.52
2017-06-06 00:00:00,22.5,758.2,59.0,1.0,14.0,2397.6
2017-06-06 01:00:00,21.5,758.2,73.5,2.0,16.5,2708.64
2017-06-06 02:00:00,21.0,758.2,83.0,2.0,18.0,2093.04
2017-06-06 03:00:00,20.5,757.95,85.5,1.0,18.0,1710.72
2017-06-06 04:00:00,20.5,757.7,88.0,1.0,18.5,2682.72
2017-06-06 05:00:00,20.0,757.7,88.0,1.5,18.0,2417.04
2017-06-06 06:00:00,21.0,757.7,88.0,1.0,19.0,1393.2
2017-06-06 07:00:00,21.5,757.95,83.0,1.0,18.5,2073.6
2017-06-06 08:00:00,22.5,758.2,76.0,2.0,18.0,3440.88
2017-06-06 09:00:00,24.0,758.2,63.0,3.5,16.5,3129.84
2017-06-06 10:00:00,25.0,758.2,57.0,4.5,16.0,2397.6
2017-06-06 11:00:00,26.5,759.0,48.0,4.0,14.5,3168.72
2017-06-06 12:00:00,27.0,758.2,42.0,4.0,13.0,2073.6
2017-06-06 13:00:00,27.0,758.2,39.0,5.0,12.0,3175.2
2017-06-06 14:00:00,27.5,758.2,42.5,5.0,13.5,2423.52
2017-06-06 15:00:00,26.5,758.2,49.5,5.5,15.0,2682.72
2017-06-06 16:00:00,26.0,758.2,51.0,5.5,15.0,3090.96
2017-06-06 17:00:00,25.0,758.6,52.5,5.0,14.5,745.2
2017-06-06 18:00:00,24.5,758.6,55.5,4.0,15.0,1490.4
2017-06-06 19:00:00,23.5,759.0,63.0,3.5,16.0,2378.16
2017-06-06 20:00:00,22.5,759.0,67.0,3.0,16.0,2352.24
2017-06-06 21:00:00,21.5,759.0,75.5,3.0,17.0,2935.44
2017-06-06 22:00:00,21.0,759.7,78.0,2.5,17.0,2792.88
2017-06-06 23:00:00,21.0,759.7,78.0,2.0,17.0,2877.12
2017-06-07 00:00:00,21.0,759.7,78.0,3.0,17.0,2579.04
2017-06-07 01:00:00,20.0,759.7,78.0,2.0,16.0,2455.92
2017-06-07 02:00:00,20.0,759.7,78.0,2.0,16.0,2741.04
2017-06-07 03:00:00,20.0,759.7,80.5,2.0,16.5,2462.4
2017-06-07 04:00:00,19.0,759.7,88.0,2.0,17.0,1956.96
2017-06-07 05:00:00,18.0,759.7,88.0,2.0,16.0,751.68
2017-06-07 06:00:00,19.5,760.5,83.0,2.0,16.5,1807.92
2017-06-07 07:00:00,21.0,760.5,73.0,3.0,16.0,3628.8
2017-06-07 08:00:00,22.0,760.5,67.0,3.5,15.5,3777.84
2017-06-07 09:00:00,22.0,760.5,69.0,4.0,16.0,3071.52
2017-06-07 10:00:00,24.0,760.5,59.0,5.0,15.5,3181.68
2017-06-07 11:00:00,25.5,760.5,52.5,4.5,15.0,3285.36
2017-06-07 12:00:00,27.0,760.5,48.0,4.5,15.0,3155.76
2017-06-07 13:00:00,27.5,760.1,45.0,5.0,14.5,3252.96
2017-06-07 14:00:00,27.0,759.7,42.0,5.5,13.0,3071.52
2017-06-07 15:00:00,27.5,759.7,41.0,5.5,13.0,3414.96
2017-06-07 16:00:00,25.5,759.7,49.5,5.5,14.0,2170.8
2017-06-07 17:00:00,25.0,759.7,45.0,5.5,12.0,777.6
2017-06-07 18:00:00,24.5,759.7,44.0,5.5,11.0,1581.12
2017-06-07 19:00:00,22.5,760.5,63.0,4.5,15.0,3304.8
2017-06-07 20:00:00,21.5,760.5,71.0,4.0,16.0,3589.92
2017-06-07 21:00:00,20.5,760.85,75.5,3.5,16.0,2313.36
2017-06-07 22:00:00,20.0,761.2,78.0,2.5,16.0,2922.48
2017-06-07 23:00:00,19.0,761.2,80.5,2.0,15.5,3194.64
2017-06-08 00:00:00,18.5,761.6,73.0,2.0,13.5,3000.24
2017-06-08 01:00:00,17.0,762.0,77.0,2.0,13.0,3492.72
2017-06-08 02:00:00,16.5,762.0,80.0,2.0,13.0,1308.96
2017-06-08 03:00:00,16.5,762.0,77.0,2.0,12.5,1017.36
2017-06-08 04:00:00,15.5,762.0,82.5,1.5,12.5,764.64
2017-06-08 05:00:00,16.0,762.0,83.0,1.0,13.0,693.36
2017-06-08 06:00:00,16.5,762.0,83.0,2.0,13.5,725.76
2017-06-08 07:00:00,18.0,762.0,73.0,3.0,13.0,790.56
2017-06-08 08:00:00,21.0,762.8,57.0,1.0,12.0,771.12
2017-06-08 09:00:00,22.5,762.8,57.0,2.5,13.5,706.32
2017-06-08 10:00:00,25.0,762.8,49.0,2.5,13.5,635.04
2017-06-08 11:00:00,26.5,763.15,43.5,2.5,13.0,609.12
2017-06-08 12:00:00,27.5,762.8,42.5,2.5,13.5,570.24
2017-06-08 13:00:00,28.5,762.8,41.0,2.5,14.0,609.12
2017-06-08 14:00:00,28.0,762.8,38.5,4.0,12.5,570.24
2017-06-08 15:00:00,28.0,762.8,37.0,4.5,12.0,570.24
2017-06-08 16:00:00,27.5,762.4,38.0,3.5,12.0,550.8
2017-06-08 17:00:00,27.0,762.0,35.5,4.0,10.5,537.84
2017-06-08 18:00:00,26.0,762.0,36.5,3.5,10.0,544.32
2017-06-08 19:00:00,25.5,762.0,46.5,3.0,13.0,498.96
2017-06-08 20:00:00,23.5,762.8,47.0,2.0,11.5,518.4
2017-06-08 21:00:00,22.5,762.8,48.5,1.5,11.0,498.96
2017-06-08 22:00:00,20.5,762.8,56.5,1.5,11.5,498.96
2017-06-08 23:00:00,19.5,762.8,58.0,2.0,11.0,473.04
2017-06-09 00:00:00,19.5,762.8,56.0,2.0,10.5,518.4
2017-06-09 01:00:00,18.0,762.0,58.0,2.5,9.5,479.52
2017-06-09 02:00:00,19.0,762.0,56.0,2.5,10.0,486.0
2017-06-09 03:00:00,18.0,762.0,60.0,1.5,10.0,382.32
2017-06-09 04:00:00,17.0,762.0,68.0,1.0,11.0,375.84
2017-06-09 05:00:00,17.0,762.0,68.0,2.0,11.0,369.36
2017-06-09 06:00:00,18.0,762.0,64.0,1.0,11.0,388.8
2017-06-09 07:00:00,19.5,762.4,62.0,2.0,12.0,473.04
2017-06-09 08:00:00,21.5,762.8,55.0,2.0,12.0,460.08
2017-06-09 09:00:00,24.0,762.4,57.0,2.0,15.0,453.6
2017-06-09 10:00:00,25.0,762.0,55.5,3.0,15.5,447.12
2017-06-09 11:00:00,26.5,762.0,46.5,3.0,14.0,447.12
2017-06-09 12:00:00,27.5,762.0,49.5,4.0,16.0,440.64
2017-06-09 13:00:00,27.0,762.0,51.0,4.0,16.0,511.92
2017-06-09 14:00:00,27.0,762.0,48.0,4.0,15.0,460.08
2017-06-09 15:00:00,27.0,761.2,45.0,4.0,14.0,440.64
2017-06-09 16:00:00,26.5,761.2,46.5,3.5,14.0,401.76
2017-06-09 17:00:00,26.5,761.2,48.0,3.5,14.5,395.28
2017-06-09 18:00:00,25.5,761.2,52.5,3.0,15.0,440.64
2017-06-09 19:00:00,24.5,761.2,59.0,2.5,16.0,505.44
2017-06-09 20:00:00,23.5,762.0,61.0,2.0,15.5,518.4
2017-06-09 21:00:00,22.0,762.0,73.0,1.5,17.0,401.76
2017-06-09 22:00:00,21.0,762.0,75.5,1.5,16.5,401.76
2017-06-09 23:00:00,19.5,762.0,75.5,1.0,15.0,375.84
2017-06-10 00:00:00,19.0,762.0,62.0,1.5,11.5,395.28
2017-06-10 01:00:00,18.0,762.0,64.0,1.5,11.0,369.36
2017-06-10 02:00:00,17.5,762.0,68.5,1.5,11.5,336.96
2017-06-10 03:00:00,17.0,762.0,75.0,1.5,12.5,220.32
2017-06-10 04:00:00,17.0,762.0,77.0,2.5,13.0,103.68
2017-06-10 05:00:00,17.0,762.0,73.0,2.0,12.0,103.68
2017-06-10 06:00:00,18.0,762.0,68.5,0.5,12.0,103.68
2017-06-10 07:00:00,20.5,762.0,60.5,1.5,12.5,103.68
2017-06-10 08:00:00,22.5,762.8,63.0,2.0,15.0,97.2
2017-06-10 09:00:00,24.0,762.8,57.0,1.0,15.0,97.2
2017-06-10 10:00:00,26.0,762.8,46.5,1.5,13.5,97.2
2017-06-10 11:00:00,27.5,763.15,36.0,3.0,11.0,90.72
2017-06-10 12:00:00,27.5,762.8,36.0,2.0,11.0,97.2
2017-06-10 13:00:00,28.5,762.8,33.0,3.5,10.5,97.2
2017-06-10 14:00:00,28.5,762.8,33.0,5.0,10.5,97.2
2017-06-10 15:00:00,28.0,762.0,35.0,5.0,11.0,90.72
2017-06-10 16:00:00,28.0,762.0,33.5,5.0,10.5,97.2
2017-06-10 17:00:00,27.0,762.0,35.5,4.5,10.5,90.72
2017-06-10 18:00:00,26.0,762.0,36.5,4.0,10.0,97.2
2017-06-10 19:00:00,25.5,762.8,38.0,2.5,10.0,90.72
2017-06-10 20:00:00,24.0,762.8,47.0,1.5,12.0,97.2
2017-06-10 21:00:00,22.5,762.8,55.0,1.0,13.0,97.2
2017-06-10 22:00:00,21.5,762.8,58.5,1.5,13.0,103.68
2017-06-10 23:00:00,20.0,762.8,62.0,1.5,12.5,103.68
2017-06-11 00:00:00,20.0,762.8,66.5,1.5,13.5,103.68
2017-06-11 01:00:00,19.0,762.8,73.0,1.0,14.0,103.68
2017-06-11 02:00:00,18.0,762.8,75.5,2.0,13.5,103.68
2017-06-11 03:00:00,18.5,762.4,66.0,2.0,12.0,103.68
2017-06-11 04:00:00,18.5,762.0,64.0,2.5,11.5,103.68
2017-06-11 05:00:00,19.0,762.0,66.0,3.0,12.5,103.68
2017-06-11 06:00:00,19.0,762.0,66.0,3.0,12.5,103.68
2017-06-11 07:00:00,20.5,762.0,58.5,2.0,12.0,97.2
2017-06-11 08:00:00,23.5,762.8,48.5,2.0,12.0,97.2
2017-06-11 09:00:00,26.5,762.8,42.0,1.5,12.5,90.72
2017-06-11 10:00:00,28.5,762.8,36.0,2.5,12.0,97.2
2017-06-11 11:00:00,30.0,762.0,29.0,2.0,10.0,97.2
2017-06-11 12:00:00,30.5,762.0,32.5,3.5,12.0,90.72
2017-06-11 13:00:00,29.5,762.0,37.5,4.0,13.5,90.72
2017-06-11 14:00:00,30.0,762.0,35.0,4.5,13.0,97.2
2017-06-11 15:00:00,30.0,761.6,33.0,4.0,12.0,90.72
2017-06-11 16:00:00,29.5,761.2,34.0,4.0,12.0,97.2
2017-06-11 17:00:00,29.0,761.2,34.0,4.0,11.5,90.72
2017-06-11 18:00:00,27.5,761.2,36.0,3.0,11.0,90.72
2017-06-11 19:00:00,28.0,761.2,35.0,3.0,11.0,129.6
2017-06-11 20:00:00,26.0,761.2,39.5,2.0,11.0,207.36
2017-06-11 21:00:00,24.0,761.2,42.5,2.5,10.5,259.2
2017-06-11 22:00:00,23.5,761.2,40.0,2.0,9.0,1049.76
2017-06-11 23:00:00,22.0,761.2,44.0,1.5,9.0,1296.0
2017-06-12 00:00:00,21.0,762.0,48.0,1.5,9.5,622.08
2017-06-12 01:00:00,21.5,762.0,43.5,3.0,8.5,602.64
2017-06-12 02:00:00,20.0,762.0,49.0,2.5,9.0,511.92
2017-06-12 03:00:00,21.0,762.0,50.0,3.0,10.0,1172.88
2017-06-12 04:00:00,22.0,762.0,47.0,3.0,10.0,2235.6
2017-06-12 05:00:00,20.0,762.0,51.0,2.0,9.5,1548.72
2017-06-12 06:00:00,19.5,762.4,54.5,1.5,10.0,1626.48
2017-06-12 07:00:00,22.0,762.8,47.0,1.5,10.0,1127.52
2017-06-12 08:00:00,23.5,762.8,47.0,2.0,11.5,2831.76
2017-06-12 09:00:00,26.0,762.8,34.5,2.0,9.0,3188.16
2017-06-12 10:00:00,27.0,762.8,31.0,3.0,8.5,3078.0
2017-06-12 11:00:00,28.0,762.8,28.0,3.0,8.0,3201.12
2017-06-12 12:00:00,28.5,762.8,26.5,3.5,7.5,3350.16
2017-06-12 13:00:00,29.0,762.8,25.0,4.0,7.0,3207.6
2017-06-12 14:00:00,29.0,762.8,27.0,4.0,8.0,3045.6
2017-06-12 15:00:00,28.5,762.0,27.5,4.0,8.0,3408.48
2017-06-12 16:00:00,28.5,762.0,25.5,4.0,7.0,978.48
2017-06-12 17:00:00,28.0,762.0,27.0,4.0,7.5,758.16
2017-06-12 18:00:00,27.0,762.0,30.0,4.0,8.0,784.08
2017-06-12 19:00:00,27.0,762.0,28.0,3.0,7.0,2851.2
2017-06-12 20:00:00,25.0,762.0,39.0,2.0,10.0,2488.32
2017-06-12 21:00:00,23.0,762.0,51.5,1.5,12.5,2371.68
2017-06-12 22:00:00,22.0,762.4,63.0,1.0,14.5,3142.8
2017-06-12 23:00:00,20.5,762.8,56.5,1.5,11.5,2242.08
2017-06-13 00:00:00,21.0,762.4,53.0,2.5,11.0,2475.36
2017-06-13 01:00:00,20.0,762.0,51.0,1.5,9.5,2916.0
2017-06-13 02:00:00,19.5,762.0,50.5,1.0,9.0,2663.28
2017-06-13 03:00:00,19.0,761.2,52.0,0.5,9.0,2857.68
2017-06-13 04:00:00,19.0,761.2,56.0,1.0,10.0,2630.88
2017-06-13 05:00:00,18.5,761.2,58.0,1.0,10.0,758.16
2017-06-13 06:00:00,19.5,761.6,54.5,1.0,10.0,1710.72
2017-06-13 07:00:00,22.5,762.0,50.0,1.5,11.5,2086.56
2017-06-13 08:00:00,24.0,762.0,43.0,2.0,10.5,2585.52
2017-06-13 09:00:00,26.5,762.0,35.5,2.0,10.0,3181.68
2017-06-13 10:00:00,27.5,762.0,32.0,3.0,9.5,3032.64
2017-06-13 11:00:00,28.5,762.0,32.5,2.5,10.5,2948.4
2017-06-13 12:00:00,29.5,762.0,37.5,3.0,13.5,2702.16
2017-06-13 13:00:00,30.0,762.0,39.0,3.0,14.5,1477.44
2017-06-13 14:00:00,29.0,762.0,41.5,4.0,14.5,3233.52
2017-06-13 15:00:00,30.0,762.0,38.0,3.5,14.0,2883.6
2017-06-13 16:00:00,29.0,762.0,40.0,3.0,14.0,848.88
2017-06-13 17:00:00,28.5,762.0,42.5,3.5,14.5,758.16
2017-06-13 18:00:00,27.5,761.2,46.5,3.0,15.0,848.88
2017-06-13 19:00:00,26.5,761.2,48.0,3.0,14.5,2449.44
2017-06-13 20:00:00,25.0,761.2,57.5,2.0,16.0,2948.4
2017-06-13 21:00:00,23.0,762.0,74.0,2.0,18.0,2384.64
2017-06-13 22:00:00,22.0,762.0,83.0,1.5,19.0,3097.44
2017-06-13 23:00:00,22.0,762.0,83.0,1.0,19.0,2676.24
2017-06-14 00:00:00,20.0,762.0,80.5,1.5,16.5,1645.92
2017-06-14 01:00:00,20.0,762.0,69.0,2.0,14.0,3531.6
2017-06-14 02:00:00,19.0,762.0,66.0,2.0,12.5,2773.44
2017-06-14 03:00:00,19.0,762.0,64.0,2.0,12.0,2630.88
2017-06-14 04:00:00,19.0,761.2,60.0,1.5,11.0,2987.28
2017-06-14 05:00:00,18.5,761.2,56.0,1.0,9.5,758.16
2017-06-14 06:00:00,20.0,761.2,54.5,1.0,10.5,1717.2
2017-06-14 07:00:00,22.5,762.0,53.0,1.0,12.5,2216.16
2017-06-14 08:00:00,24.5,762.0,55.5,2.0,15.0,3447.36
2017-06-14 09:00:00,26.5,762.0,46.5,2.5,14.0,2766.96
2017-06-14 10:00:00,27.5,762.0,46.5,2.5,15.0,2222.64
2017-06-14 11:00:00,28.0,762.0,46.5,3.0,15.5,1956.96
2017-06-14 12:00:00,29.0,762.0,45.0,3.0,16.0,2909.52
2017-06-14 13:00:00,30.0,762.0,41.5,3.0,15.5,2442.96
2017-06-14 14:00:00,30.5,761.6,36.5,3.0,14.0,2378.16
2017-06-14 15:00:00,30.5,761.2,34.0,3.5,13.0,2624.4
2017-06-14 16:00:00,30.0,761.2,35.0,4.0,13.0,3233.52
2017-06-14 17:00:00,30.0,761.2,32.0,3.5,11.5,959.04
2017-06-14 18:00:00,29.0,761.2,36.0,3.0,12.5,1503.36
2017-06-14 19:00:00,27.5,761.2,41.0,3.0,13.0,2857.68
2017-06-14 20:00:00,26.0,761.2,51.0,2.0,15.0,3259.44
2017-06-14 21:00:00,24.0,761.2,61.0,1.5,16.0,3466.8
2017-06-14 22:00:00,23.0,761.2,69.0,1.0,17.0,3771.36
2017-06-14 23:00:00,22.0,762.0,69.0,1.0,16.0,2812.32
2017-06-15 00:00:00,21.0,762.0,60.0,1.5,13.0,2954.88
2017-06-15 01:00:00,20.0,762.0,60.0,1.5,12.0,3486.24
2017-06-15 02:00:00,20.0,762.0,58.0,1.5,11.5,3330.72
2017-06-15 03:00:00,19.5,761.2,58.0,2.0,11.0,3408.48
2017-06-15 04:00:00,19.0,761.2,58.0,2.0,10.5,3246.48
2017-06-15 05:00:00,19.0,761.2,50.5,2.0,8.5,874.8
2017-06-15 06:00:00,20.5,761.6,46.0,1.5,8.5,1587.6
2017-06-15 07:00:00,24.0,762.0,38.5,1.0,9.0,3343.68
2017-06-15 08:00:00,25.5,762.0,38.0,1.0,10.0,3155.76
2017-06-15 09:00:00,26.5,762.0,33.0,2.0,9.0,3149.28
2017-06-15 10:00:00,28.5,762.0,29.5,1.5,9.0,2948.4
2017-06-15 11:00:00,30.0,762.0,28.0,1.0,9.5,3207.6
2017-06-15 12:00:00,31.0,762.0,27.0,2.0,10.0,2896.56
2017-06-15 13:00:00,31.5,762.0,33.0,4.0,13.5,3013.2
2017-06-15 14:00:00,31.0,762.0,29.0,4.0,11.0,3065.04
2017-06-15 15:00:00,30.0,762.0,31.0,4.0,11.0,3233.52
2017-06-15 16:00:00,30.0,761.6,35.0,4.0,13.0,3414.96
2017-06-15 17:00:00,29.0,761.2,40.0,3.5,14.0,771.12
2017-06-15 18:00:00,28.0,761.2,43.5,3.0,14.5,2080.08
2017-06-15 19:00:00,27.0,761.2,48.0,3.0,15.0,2877.12
2017-06-15 20:00:00,25.5,761.2,61.5,2.5,17.5,3356.64
2017-06-15 21:00:00,23.5,761.6,76.0,2.0,19.0,2397.6
2017-06-15 22:00:00,23.0,762.0,83.0,1.5,20.0,3570.48
2017-06-15 23:00:00,22.5,762.0,85.5,1.0,20.0,3661.2
2017-06-16 00:00:00,21.5,762.0,80.5,2.0,18.0,3201.12
2017-06-16 01:00:00,21.0,762.0,73.5,2.0,16.0,3499.2
2017-06-16 02:00:00,20.5,762.0,68.5,2.0,14.5,3324.24
2017-06-16 03:00:00,19.5,762.0,75.5,2.0,15.0,1367.28
2017-06-16 04:00:00,20.0,762.0,71.0,2.0,14.5,881.28
2017-06-16 05:00:00,20.0,762.0,66.5,2.5,13.5,706.32
2017-06-16 06:00:00,20.5,762.0,66.5,1.5,14.0,712.8
2017-06-16 07:00:00,23.0,762.0,67.0,1.0,16.5,816.48
2017-06-16 08:00:00,24.5,762.0,67.0,1.5,18.0,764.64
2017-06-16 09:00:00,26.5,762.0,57.5,2.0,17.5,751.68
2017-06-16 10:00:00,28.5,762.0,49.5,1.5,17.0,784.08
2017-06-16 11:00:00,29.0,761.6,48.0,2.0,17.0,667.44
2017-06-16 12:00:00,31.0,761.2,41.5,1.5,16.5,511.92
2017-06-16 13:00:00,32.0,760.85,43.5,3.0,18.0,557.28
2017-06-16 14:00:00,32.0,760.5,49.0,3.5,20.0,537.84
2017-06-16 15:00:00,30.0,760.5,53.5,4.5,19.5,537.84
2017-06-16 16:00:00,30.0,760.5,50.5,4.5,18.5,492.48
2017-06-16 17:00:00,29.0,760.1,54.5,4.0,19.0,466.56
2017-06-16 18:00:00,29.0,759.7,49.5,3.5,17.5,492.48
2017-06-16 19:00:00,28.0,760.1,56.5,2.5,18.5,453.6
2017-06-16 20:00:00,27.5,760.5,58.5,2.0,18.5,486.0
2017-06-16 21:00:00,25.5,760.5,67.0,2.0,19.0,473.04
2017-06-16 22:00:00,24.0,760.5,78.0,2.0,20.0,466.56
2017-06-16 23:00:00,23.5,760.85,80.5,2.0,20.0,466.56
2017-06-17 00:00:00,23.0,761.2,80.5,1.5,19.5,486.0
2017-06-17 01:00:00,22.5,760.5,83.0,2.0,19.5,395.28
2017-06-17 02:00:00,22.0,760.5,78.0,2.0,18.0,375.84
2017-06-17 03:00:00,21.5,760.5,78.0,2.0,17.5,252.72
2017-06-17 04:00:00,21.0,760.5,80.5,2.0,17.5,110.16
2017-06-17 05:00:00,21.0,760.5,83.0,2.0,18.0,110.16
2017-06-17 06:00:00,21.5,760.1,83.0,2.0,18.5,97.2
2017-06-17 07:00:00,23.5,759.7,80.5,1.5,20.0,103.68
2017-06-17 08:00:00,25.0,759.7,71.5,2.0,19.5,97.2
2017-06-17 09:00:00,27.0,759.7,60.0,2.0,18.5,97.2
2017-06-17 10:00:00,28.5,759.7,51.5,2.5,17.5,97.2
2017-06-17 11:00:00,30.5,759.7,44.5,2.0,17.0,103.68
2017-06-17 12:00:00,31.5,759.0,42.0,3.0,17.0,90.72
2017-06-17 13:00:00,32.5,759.0,40.5,3.5,17.5,97.2
2017-06-17 14:00:00,31.5,758.2,47.5,5.5,19.0,97.2
2017-06-17 15:00:00,30.0,758.2,50.5,5.0,18.5,103.68
2017-06-17 16:00:00,29.0,758.2,53.0,5.0,18.5,97.2
2017-06-17 17:00:00,28.5,758.2,53.0,3.5,18.0,97.2
2017-06-17 18:00:00,28.0,758.6,56.5,3.0,18.5,97.2
2017-06-17 19:00:00,26.5,758.6,63.5,4.0,19.0,97.2
2017-06-17 20:00:00,25.5,759.0,67.0,2.5,19.0,103.68
2017-06-17 21:00:00,25.0,759.7,69.0,1.5,19.0,97.2
2017-06-17 22:00:00,24.0,759.7,74.0,1.0,19.0,110.16
2017-06-17 23:00:00,23.5,760.1,69.5,2.0,17.5,110.16
2017-06-18 00:00:00,22.5,760.5,76.0,1.0,18.0,103.68
2017-06-18 01:00:00,21.5,760.5,75.5,1.5,17.0,110.16
2017-06-18 02:00:00,21.0,760.5,78.0,3.0,17.0,103.68
